date,vpos,content,command,type,word
1194702837,6499,嬉しさを集めよう簡単なんだよこんなの,shita small 184,nan,nan
1194702843,7043,追いかけてね捕まえてみて,shita small 184,nan,nan
1194702847,7502,大きな夢・夢・好きでしょ,shita small 184,nan,nan
1194702863,9049,色々予想ができそうでできない未来,shita small 184,nan,nan
1194702868,9608,それでも一つだけ分かるよ,shita small 184,nan,nan
1194702874,10151,キラキラ光って厚い雲の上を飾る,shita small 184,nan,nan
1194702892,10729,星たちも希望とは違う,shita small 184,nan,nan
1194702897,11152,時間に乗ろうよ,shita small 184,nan,nan
1194702908,11243,チープでクールな年頃だもん,shita small 184,nan,nan
1194702926,11815,寂しがっちゃ恥ずかしいよなんてね疲れる,shita small 184,nan,nan
1194702932,12395,手と手を繋いだら向かうとこ無敵だよ,shita small 184,nan,nan
1194702937,12884,輝いた瞳には不可能が無いさ,shita small 184,nan,nan
1194702943,13510,上だけ見ていると涙が乾くなら,shita small 184,nan,nan
1194702949,14030,「複製ね」心から強く想うほど残念,shita small 184,nan,nan
1194702967,14602,進みますか戻りましょうか,shita small 184,nan,nan
1194702971,15057,どちらもドキドキリスクです,shita small 184,nan,nan
1194702993,15579,「キョン君、ハサミかしてー」,plum shita small 184,nan,nan
1194703133,15869,「わたしからだー」,shita small 184,nan,nan
1194703137,16227,「ピーマンきらーい」,shita small 184,nan,nan
1194703158,16356,「キョン君、おきてー」,shita small 184,nan,nan
1194703273,16645,ワープでループなこの想いは,shita small 184,nan,nan
1194703274,17097,何もかもを巻き込んだ想像で遊ぼう,shita small 184,nan,nan
1194703280,17667,ある晴れた日のこと魔法以上の愉快な,shita small 184,nan,nan
1194703285,18202,限りなく降り注ぐ不可能じゃないわ,shita small 184,nan,nan
1194703291,18787,明日また会うとき笑ってる表情で,shita small 184,nan,nan
1194703296,19312,暗い夢がんばってよ簡単ですよねいります,shita small 184,nan,nan
1194703302,19898,追いかけてね捕まえてみて,shita small 184,nan,nan
1194703307,20376,大きな夢・夢・好きでしょ,shita small 184,nan,nan
1194966071,8088,時報とニコラス刑事自重,184,nan,nan
1194966201,21114,乙,184,nan,nan
1195042514,481,ロダが死んでる・・・,184,nan,nan
1195120265,12309,・・・・・,184,nan,nan
1195316602,2351,hisasiburi,184,nan,nan
1195592641,7562,やっぱり名曲だなぁ,sage 184,nan,nan
1195592653,8733,さあ来るぞ,sage 184,nan,nan
1195592761,18759,何度見てもSUGEEE,sage 184,nan,nan
1195778333,14997,aqswtfgryhjukilo;p@:,184,nan,nan
1195910113,0,おもい,184,nan,nan
1195910116,0,おみ,184,nan,nan
1196415221,10491,俺の嫁きたぁぁぁぁぁぁぁぁあ,184,nan,nan
1196477286,451,歌詞乙ｗｗｗｗｗｗ,184,nan,nan
1196477709,1538,なぞなぞみたいに地球儀を解き明かしたら,red shita 184,nan,nan
1196477752,2075,みんなでどこまでもいけるね,red shita small 184,nan,nan
1196477818,2659,わくわくしたいと願いながら過ごしてたよ,cyan shita small 184,nan,nan
1196477834,3239,叶えてくれたのは誰なの？,cyan shita small 184,nan,nan
1196477875,3577,時間の果てまで,orange shita small 184,nan,nan
1196477906,3724,Boone!!!!!!!,orange shita small 184,nan,nan
1196477963,3861,ワープでループなこの想いは,orange shita small 184,nan,nan
1196478012,4229,何もかもを巻き込んだ,shita small 184,nan,nan
1196478086,9052,色々予想ができそうでできない未来,green shita small 184,nan,nan
1196478120,9603,それでも１つだけ分かるよ,green shita small 184,nan,nan
1196478167,10297,キラキラ光って厚い雲の上を飾る,blue shita small 184,nan,nan
1196478185,10727,星たちは希望とは違う,blue shita small 184,nan,nan
1196478192,10951,は＝も,blue shita small 184,nan,nan
1196478305,11092,時間に乗ろうよbyuuuuuuun!!!!!!,pink shita small 184,nan,nan
1196478331,11348,チープでクールな年頃だもん,pink shita small 184,nan,nan
1196478384,11778,寂しがっちゃ恥ずかしいよなんてね　疲れる,yellowish green shita small 184,nan,nan
1196674886,1857,↑ハルヒうけるｗｗｗ,shita 184,nan,nan
1196678516,19456,これ聞いてると３分が早い・・・,184,nan,nan
1197182748,596,ﾜｰﾌﾟデキタｗ,184,nan,nan
1197521323,8333,キョンｗｗ,184,nan,nan
1197521397,14454,歌詞ｗｗ,184,nan,nan
1197521417,16306,ｗｗｗｗｗｗｗ,184,nan,nan
1197749952,8986,ここからすごい,184,nan,nan
1197750032,16990,これ最初聞いた人普通だと思うだろうな,184,nan,nan
1197888270,1233,何度も見てしまう,184,nan,nan
1197899318,0,ちょｗ「れ」ｗｗｗ,184,nan,nan
1198119993,0,うざいしね,184,nan,nan
1198120006,450,重いんだけど,184,nan,nan
1198331746,21068,うｐ主神ｗｗｗ,orange 184,nan,nan
1198636890,17750,UP主すげぇ,184,nan,nan
1198657707,4924,下は間違い！正しくは『アル晴レタ日ノ事　魔法以上のユカイが』,green shita 184,nan,nan
1198815814,1211,GO,184,nan,nan
1198847222,20833,すげ,184,nan,nan
1198853076,11261,ぎゅん,cyan big 184,nan,nan
1198853178,20485,夢,cyan big 184,nan,nan
1198865276,1725,それにしてもこのハルヒ、ノリノリである,truered shita small 184,nan,nan
1199220511,21051,おつかれ,184,nan,nan
1199266995,9577,つるにゃーんｗ,184,nan,nan
1199267012,11319,ｗｗｗ,184,nan,nan
1199267015,11630,ギューンｗｗ,184,nan,nan
1199267027,12842,ちへぇｗ,184,nan,nan
1199267034,13516,ｗｗｗ,184,nan,nan
1199267064,16491,ｗｗｗｗｗｗｗｗｗｗｗｗｗ,184,nan,nan
1199558124,9801,ｷﾀ Y⌒Y⌒Y⌒Y⌒Y⌒Y⌒(｡A｡)!!!,184,nan,nan
1199560655,7988,ここまでは普通,184,nan,nan
1199582121,3072,画像おちたな,184,nan,nan
1199582194,10347,俺の嫁キた！,184,nan,nan
1199634854,1221,おもい,184,nan,nan
1199634875,3323,ながと,184,nan,nan
1199648047,13623,うまいなｗ,184,nan,nan
1199648065,15553,知らん人はこういうもんだとおもうぞｗ,184,nan,nan
1199686619,10041,鶴屋さんコメ多いな。,yellow 184,nan,nan
1199779763,5538,プロってるなあ,184,nan,nan
1199808602,2082,stage6に高画質版あるから探してみ,184,nan,nan
1199896432,19506,間違ってる歌詞書き込む奴ってなんなんだろうね,184,nan,nan
1200070211,4067,長門かわいいよね,184,nan,nan
1200070217,4744,お,184,nan,nan
1200070229,5914,編集梅絵,184,nan,nan
1200070263,9253,お,184,nan,nan
1200070272,10201,鶴屋さんのターン,184,nan,nan
1200070284,11442,朝倉,184,nan,nan
1200070287,11729,妹,184,nan,nan
1200070292,12184,おおおおお,184,nan,nan
1200070310,14012,ちゅるや,184,nan,nan
1200070335,16520,えええええええええええ,184,nan,nan
1200070338,16758,ｗｗｗｗｗｗｗ,184,nan,nan
1200070347,17706,みくるビーム,184,nan,nan
1200070361,19109,ｗ,184,nan,nan
1200070369,19934,すげええええええええ,184,nan,nan
1200070384,21157,素敵だよ。なんかいろんな意味で。,184,nan,nan
1200070403,1176,つるや,184,nan,nan
1200070416,2495,うｐじゃ,184,nan,nan
1200070432,4033,みくる,184,nan,nan
1200070437,4543,おおお,184,nan,nan
1200070453,6150,うp主SUGEE,184,nan,nan
1200070465,7348,リボン,184,nan,nan
1200070481,8950,９８０,184,nan,nan
1200070490,9898,鶴やさんん,184,nan,nan
1200070501,10966,ポニテがいけてｒｙ,184,nan,nan
1200070506,11410,いもうと,184,nan,nan
1200070517,12531,え,184,nan,nan
1200070520,12826,へへへ,184,nan,nan
1200070525,13315,すげええ,184,nan,nan
1200070540,14788,いいね,184,nan,nan
1200070547,15566,素敵杉だよ,184,nan,nan
1200070570,17886,小泉の出番があまりないっていう。。。。,184,nan,nan
1200070585,19291,女性キャラメイン,184,nan,nan
1200070592,20091,SUGEEEEE,184,nan,nan
1200070603,21146,おつ,184,nan,nan
1200070610,522,うあああああああ,184,nan,nan
1200070619,1418,３回目,184,nan,nan
1200070625,2082,ハルヒ,184,nan,nan
1200070665,6094,広辞苑に『萌え』がはいらないのがめっちゃッショックなんですけど。,184,nan,nan
1200070679,7421,みくる,184,nan,nan
1200070686,8161,こいずみー,184,nan,nan
1200070690,8555,９９９,184,nan,nan
1200070714,10906,１０００,orange big 184,nan,nan
1200132037,624,1001,184,nan,nan
1200132189,15828,ｗｗｗｗ,184,nan,nan
1200132240,20937,普通にすごいんですがｗ,184,nan,nan
1200137372,10091,把握ｗ,184,nan,nan
1200159889,8400,古泉wwwwwwww,184,nan,nan
1200287193,0,↑うざくな〜い,184,nan,nan
1200289568,15833,馬刺しコーラ！,shita big red 184,nan,nan
1200289902,0,おも,184,nan,nan
1200446335,8475,さぁこい,184,nan,nan
1200446353,9325,めがっさ,184,nan,nan
1200446371,10440,あさくら,184,nan,nan
1200446424,16500,ガチホモ波動した,184,nan,nan
1200744305,2500,なんというハルヒ,184,nan,nan
1200744328,4636,乳でけぇ,184,nan,nan
1200759962,2667,重,cyan big 184,nan,nan
1200794216,20655,やべぇすげぇ,184,nan,nan
1201114937,7040,京アニ最強すぎるｗｗｗ,184,nan,nan
1201114965,9843,ちゅるやさん,184,nan,nan
1201168480,206,おもすぎ,184,nan,nan
1201173590,11348,重い,184,nan,nan
1201340788,3422,かわええ,184,nan,nan
1201340828,7463,長門,184,nan,nan
1201340858,10402,ま・さ・か,184,nan,nan
1201340872,11852,拉致,184,nan,nan
1201676411,6510,萌えの定義が出来るか！,184,nan,nan
1201726748,15225,嫁,184,nan,nan
1201726767,17077,うまい,184,nan,nan
1202057960,9333,長門のキャラソン売れすぎだろｗｗｗｗｗｗｗｗｗｗｗ,184,nan,nan
1202461187,8166,一番ここが苦しい止まる,184,nan,nan
1202586601,17533,ここからがすごい,184,nan,nan
1202629776,11460,眉毛いらね,184,nan,nan
1202739323,16275,ハルヒ,184,nan,nan
1202739329,16537,ｗｗｗ,184,nan,nan
1202739342,18171,これ違うのか？,184,nan,nan
1203260371,10770,あさくらｗｗ,184,nan,nan
1203260377,11342,ｗｗｗｗｗｗｗｗ,184,nan,nan
1203260381,11732,わろたｗｗ,184,nan,nan
1203260385,12150,こえぇｗｗｗ,184,nan,nan
1203324779,2364,長門,184,nan,nan
1203324790,3490,ながと,184,nan,nan
1203324795,3934,みくる,184,nan,nan
1203324803,4733,あそぼう！！,184,nan,nan
1203324814,5831,うん,184,nan,nan
1203324833,7753,長門がかわいい,184,nan,nan
1203324856,10028,子供にキョンってつける　決定！！,184,nan,nan
1203324861,10608,朝倉,184,nan,nan
1203324871,11559,妹,184,nan,nan
1203324890,13479,ちゅるやさま,184,nan,nan
1203324901,14561,こわっっ,184,nan,nan
1203324910,15493,え,184,nan,nan
1203324914,15866,はさみ,184,nan,nan
1203324931,17560,遊ぼう！！,184,nan,nan
1203324951,19558,神,184,nan,nan
1203324959,20355,捕まえる,184,nan,nan
1203372103,4117,しかし編集神すぎだろ,184,nan,nan
1203383395,1575,0:00に※かくやつ消えろよ,184,nan,nan
1203573098,500,ちょｗｗｗ,184,nan,nan
1203631462,200,wktk,184,nan,nan
1204026719,0,みくる,184,nan,nan
1204026956,6800,早く,184,nan,nan
1204026984,8000,とまるな,184,nan,nan
1204117283,250,重い,184,nan,nan
1204125454,0,重い,184,nan,nan
1204189286,8375,あ,184,nan,nan
1204207472,3680,みくる萌え☆☆∀｀）,184,nan,nan
1204207667,16520,妹萌えるWWW,184,nan,nan
1204207715,18425,みくるかわぇぇ！,184,nan,nan
1204207752,20975,すごぃ☆☆☆,184,nan,nan
1204216567,10282,まゆげ,cyan big 184,nan,nan
1204216572,10834,MAYUGE,cyan big 184,nan,nan
1204216578,11434,はさみ,184,nan,nan
1204216602,13858,まゆｇ,184,nan,nan
1204216609,14481,複製ｗ２,184,nan,nan
1204216620,15653,はさみ,184,nan,nan
1204280982,4807,ある晴れた日のこと,184,nan,nan
1204280993,5146,魔法以上のユカイが,184,nan,nan
1204885490,13215,ながるんはシスコン,184,nan,nan
1205080444,8550,ハルヒいいなぁ・・・,184,nan,nan
1205217136,1745,1079げっと,184,nan,nan
1205715888,8007,これまぜてんの？,184,nan,nan
1205746504,775,はるにゃあぁぁぁああぁぁぁあん!!!,184,nan,nan
1205774052,17833,ここから,184,nan,nan
1205774190,7933,二番が神,184,nan,nan
1205774202,9100,くるぜ,184,nan,nan
1205774300,7800,うますぎる,184,nan,nan
1205774344,12275,てへへ,184,nan,nan
1205853744,9000,神後輪,184,nan,nan
1205853777,12450,てへへ,184,nan,nan
1205853808,15866,バサシ,184,nan,nan
1205861750,12673,ｗｗｗｗ,184,nan,nan
1205861787,16406,馬刺ｗｗｗｗ,184,nan,nan
1205861803,17881,え？素人なの？,184,nan,nan
1205863466,0,神動画,184,nan,nan
1205905669,8960,ちゅるやさん☆☆☆☆☆,shita cyan 184,nan,nan
1205905700,12280,てへへ☆☆☆,shita cyan 184,nan,nan
1205905737,15825,馬さしコーラ！！,shita cyan 184,nan,nan
1205905755,17560,ここから！,shita cyan 184,nan,nan
1205905807,0,何度も見てしまうWWW,shita cyan 184,nan,nan
1205905828,1625,ハルヒWWWWW,shita cyan 184,nan,nan
1205905913,10200,眉毛きたああああああああ,shita big cyan 184,nan,nan
1205905967,15820,馬刺しコーラ！！,ue big cyan 184,nan,nan
1205947881,18800,めがっさ似合ってるとおもわないかい？,big purple 184,nan,nan
1206033469,0,重,184,nan,nan
1206105223,300,素敵,184,nan,nan
1206105238,0,素敵だー,184,nan,nan
1206105938,9100,ちゅるや,shita big pink 184,nan,nan
1206105950,10275,眉毛！,shita big pink 184,nan,nan
1206105965,11533,ぎゃんWWW,shita big pink 184,nan,nan
1206105998,14366,複製,shita big pink 184,nan,nan
1206106006,15825,馬刺しコーラ！,shita big pink 184,nan,nan
1206106027,17475,ココカラ神,shita big pink 184,nan,nan
1206106041,19033,すげーーーー！,shita big pink 184,nan,nan
1206111943,800,鶴屋さん,184,nan,nan
1206113207,3500,ながとながとながと,184,nan,nan
1206113437,21200,ネ申,ue big red 184,nan,nan
1206167579,3425,ながと,184,nan,nan
1206167632,8600,みくる,184,nan,nan
1206167687,14433,かみわざ,184,nan,nan
1206167885,9600,変人の集まりなのに面白いていう罠,184,nan,nan
1206190152,8500,何度見てもすごい,184,nan,nan
1206211513,375,0秒ｺﾒ自重しろ,184,nan,nan
1206243169,6060,かわいい,184,nan,nan
1206243186,7753,にやけてしまうｗｗｗ,184,nan,nan
1206243225,11625,ｗｗｗｗｗ,184,nan,nan
1206243234,12507,ｗｗｗ,184,nan,nan
1206243256,14736,神だ,184,nan,nan
1206243267,15869,ｗｗｗｗｗｗ,184,nan,nan
1206243271,16251,ｗｗｗ,184,nan,nan
1206243306,19733,ｗｗｗｗｗｗｗｗｗｗ,184,nan,nan
1206243313,20459,すげぇ！,184,nan,nan
1206270092,10325,ジョン・スミス,184,nan,nan
1206270266,21100,ネ申ですな☆,big purple 184,nan,nan
1206276759,7740,ハルヒに恋をしてしまいました,184,nan,nan
1206279669,11778,ｗｗｗｗｗｗ,184,nan,nan
1206280111,20871,神ｗｗｗｗｗｗｗｗ,184,nan,nan
1206488586,20901,うｐ主乙でｽｗ,184,nan,nan
1206530915,410,0秒に重いってコメするやつなんなの？,184,nan,nan
1206531082,16894,馬刺しｗ,184,nan,nan
1206632427,6638,←名言,184,nan,nan
1206744477,2966,イッヤッホー,184,nan,nan
1206744498,3800,かわゆw,184,nan,nan
1206744585,9177,愛してるぜ～,184,nan,nan
1206797805,10260,眉　眉子,184,nan,nan
1206797915,21128,おつかれ！！！,184,nan,nan
1206798082,1805,こういう猿のおもちゃ､あるよねｗｗ　シンバル持って(笑),184,nan,nan
1207019375,1223,フル？,184,nan,nan
1207066622,761,かわいいｗ,184,nan,nan
1207066638,2356,ｗｗｗｗｗｗｗｗｗｗｗ,184,nan,nan
1207066652,3744,ｗｗｗｗｗｗ,184,nan,nan
1207066668,3680,ぶーん,184,nan,nan
1207067104,19726,ｗｗｗｗｗｗｗｗｗｗ,184,nan,nan
1207067110,20370,ｗｗｗｗ,184,nan,nan
1207067147,2893,俺の嫁ｗ,184,nan,nan
1207067163,4508,ｗ,184,nan,nan
1207067210,9209,にょろん♪,184,nan,nan
1207067221,10250,ｗｗまゆふとｗｗ,184,nan,nan
1207067228,10984,まゆｗ,184,nan,nan
1207067232,11395,妹ｗ,184,nan,nan
1207067241,12259,黄緑ｗ,184,nan,nan
1207067258,13967,こわっｗ,184,nan,nan
1207067277,15876,かわいいｗ,184,nan,nan
1207067280,16190,ｗｗｗｗ,184,nan,nan
1207067306,18816,にょろん,184,nan,nan
1207157620,15987,馬刺しｗｗｗｗｗｗｗｗ,big orange 184,nan,nan
1207198757,4167,⊂二二二（　＾ω＾）二⊃ﾌﾞｰﾝ,184,nan,nan
1207198770,5549,（　^ω^）,184,nan,nan
1207198775,6053,⊂二二二（　＾ω＾）二⊃ﾌﾞｰﾝ,184,nan,nan
1207280166,14811,なんという神MAD,184,nan,nan
1207396331,6889,そもそも「萌え」って「生える」って意味だぜ？ｗｗｗｗｗ,184,nan,nan
1207413035,4820,アウチ検事じゃねえかここｗ,184,nan,nan
1207422211,2300,ハルヒーーー,184,nan,nan
1207437122,15519,でぇーす,184,nan,nan
1207437143,17501,よすぎる,184,nan,nan
1207437162,19409,違いが分からない奴は普通の聞いて来い,184,nan,nan
1207437179,21094,神,184,nan,nan
1207446969,0,乗り歌♪(笑),184,nan,nan
1207450857,7758,この3人はまだできる範囲,184,nan,nan
1207450867,8759,どうなるか,184,nan,nan
1207450913,13347,編集すげぇｗｗ,184,nan,nan
1207450981,20180,歌詞がカオスｗｗ,184,nan,nan
1207459233,10632,wwwwwwww,184,nan,nan
1207459242,11504,tyoww,184,nan,nan
1207470095,9216,１年ぶりにきました,184,nan,nan
1207482817,3450,ハイッ☆テンション♪,184,nan,nan
1207490730,10888,眉毛ｗｗｗｗｗｗｗｗ,184,nan,nan
1207491051,0,はっ,184,nan,nan
1207491263,13100,デコ,184,nan,nan
1207529010,21134,うｐ主に感謝,184,nan,nan
1207536472,2980,あるハル晴れDAY's☆☆,184,nan,nan
1207536685,21200,振り付けスゴいな,184,nan,nan
1207574923,0,(・∀・)ﾉハルヒっ++,184,nan,nan
1207816653,1431,高音質,184,nan,nan
1207831121,10531,☆まゆげ☆,184,nan,nan
1208009040,4250,だんチョーvv古泉(●´∀｀●)/,184,nan,nan
1208009079,7825,みくるぅー(笑),184,nan,nan
1208009110,10760,まっがーれ☆,184,nan,nan
1208009235,21200,NICE!!振り付け☆DANCE♪,184,nan,nan
1208080510,16410,馬刺しコーラｗｗｗ,184,nan,nan
1208257346,16593,ぶーーーーーーーーーーーーーーーーーーん,184,nan,nan
1208283090,6475,↑名言,184,nan,nan
1208283133,10850,なんどみても神すぐる,184,nan,nan
1208339463,8996,俺から言わせれば、萌えはｼﾞｬｽﾞのブルーノートなんだよ,184,nan,nan
1208429021,8035,キョンキョンキョン,184,nan,nan
1208440848,20938,古泉ｗｗ,184,nan,nan
1208778614,9263,やっぱ鶴屋さんサイコウ☆ＤＡ☆ＺＥ！☆---（：））,orange 184,nan,nan
1208778710,13307,☆ＮＡ☆Ｉ☆ＳＡ☆！☆---（：））,shita 184,nan,nan
1208778831,9379,編集うめえｗｗ,184,nan,nan
1208778888,12389,てへへｗｗ,184,nan,nan
1208778909,11742,えへへ☆☆,184,nan,nan
1208778923,11742,てへへへっ／(^o^)＼,184,nan,nan
1208778988,16807,キョン君おきてー☆,184,nan,nan
1208790410,9453,やっぱ鶴屋さんだな！！！！☆---（：））,green shita small 184,nan,nan
1209285510,12439,きみどりー,184,nan,nan
1209346801,6912,↑ＳＫＹ,184,nan,nan
1209346812,6912,↑ＳＫＹだなｗ,184,nan,nan
1209625788,19459,キョンと小泉を合わせたのも希望,green shita big 184,nan,nan
1209830818,150,ハルヒVV,184,nan,nan
1209867426,0,ハルヒ,184,nan,nan
1209867530,10450,ちゅるや,184,nan,nan
1210050692,1176,ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,red big 184,nan,nan
1210050764,8383,まゆげ,red big 184,nan,nan
1210050827,14691,ＭＡＹＵＧＥしねよ,red big 184,nan,nan
1210050888,20746,ｗｗｗｗｗｗｗｗｗｗｗｗ,red big 184,nan,nan
1210050891,21117,ｗ,red big 184,nan,nan
1210163560,2269,ちょｗｗｗMAD?w,184,nan,nan
1210175850,12871,鶴屋さん,184,nan,nan
1210175861,13991,眉,184,nan,nan
1210248243,21159,ｗｗ,184,nan,nan
1210341115,3677,残念な画質,184,nan,nan
1210341163,8631,まゆげ,184,nan,nan
1210341187,11016,まゆげきたよ！,184,nan,nan
1210341219,14263,まゆ,184,nan,nan
1210341241,16455,馬刺しｗｗｗｗｗｗｗｗｗｗｗ,184,nan,nan
1210341250,17384,ぶーん,184,nan,nan
1210484590,12158,黄緑ｓが黒い件,184,nan,nan
1211006936,170,貴様らゼロ秒で米するな重くなる,184,nan,nan
1211082958,21080,ネ申,big cyan 184,nan,nan
1211446346,17831,紙,184,nan,nan
1212157494,17552,ここからが神！,184,nan,nan
1212295328,6925,魂で感じることさ？,184,nan,nan
1212473397,16282,馬刺しwwwwwwwwwwwwwwww,184,nan,nan
1212481193,9482,正座して見てます,184,nan,nan
1212557431,1296,期待・・,184,nan,nan
1212631007,3934,画質悪し,184,nan,nan
1212754330,260,重い・・・・,184,nan,nan
1212754469,12716,重い・・・・・・・・・・,184,nan,nan
1213230042,18064,おもれー,184,nan,nan
1214482441,12758,てへへｗ,184,nan,nan
1214482478,16420,字幕ｗｗｗ,184,nan,nan
1214494878,10734,朝倉～,184,nan,nan
1214494889,11932,えみりちゃーん,184,nan,nan
1214494912,14231,まゆげ,184,nan,nan
1214494921,15128,きみろり,184,nan,nan
1214645449,6493,７人・・・？,184,nan,nan
1215668090,1301,高画質sm2777905,shita 184,nan,nan
1215778487,10934,眉毛ｗ,184,nan,nan
1217064138,4538,いいですなっ＾＾,184,nan,nan
1217064180,8793,踊ったことあるｗｗ,184,nan,nan
1217064200,10721,まゆげｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,184,nan,nan
1217496523,37,髪動画,184,nan,nan
1217767757,15166,画像悪いがつなぎが巧い,184,nan,nan
1218725574,20013,うま,184,nan,nan
1218794683,5032,アウチｗｗ,184,nan,nan
1218877064,3466,かわいい×１００,184,nan,nan
1218877091,4400,は,184,nan,nan
1218877104,4400,はいここテストにでます,184,nan,nan
1218877204,13160,鶴屋さんすきだな,184,nan,nan
1218877298,21200,ＧＪ,184,nan,nan
1219055204,3550,プッ,184,nan,nan
1219055229,6043,不可能,184,nan,nan
1219055286,11726,みっくるんるん,184,nan,nan
1219055303,13450,ｗｗｗｗｗ,184,nan,nan
1219055334,16470,はさみ,184,nan,nan
1173224787,804,こっちみんな,,,
1173138714,146,これが一番いいと思う,,,
1173221156,15,ＵＰした本人だがラストＥＤってなんなんだろうなｗｗｗｗ,,,
1173246328,1779,ひきつぎ５ｋｔｋｒ,,,
1173143296,1473,初代,,,
1173138200,2482,きめぇｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,,,
1173128948,18714,ううううううううううううううううううううううううううううううううううううううう,,,
1173593675,3534,キモ,,,
1173207283,63,"2006.10.28 in Barcelona, Spain",shita cyan,nan,nan
1173196186,0,うぇ,,,
1173207797,9563,so it show must go on,,,
1173171632,14613,EDF~,,,
1173256546,1149,earthworm jim,,,
1173160623,815,長くて重い,,,
1173202308,1115,そういやレビ初登場のゲームだっけ,,,
1173172207,995,名曲ｋｔｋｒ,,,
1173171792,541,HYPER って書いてあるぞ,,,
1173163171,619,やらないか,,,
1173133238,84,普通のやよいです,shita,nan,nan
1173155284,2463,ぷ、ワロタ,,,
1173148439,125,透き通る　夢を見ていた,,,
1173196287,125,勇者「・・・・・」,,,
1173181062,2171,保守,,,
1173148451,1479,完成版,,,
1173195782,0,勇者「・・・・・」,,,
1173146129,417,Ｄ！ＤＤＤＤＤＤＤＤＤＤＤＤ！！！,,,
1173225787,1575,これは　リアルにうまい！！ｗｗｗ,,,
1173237282,1795,日本でも早く売ってくれ,,,
1173188344,473,一番乗りです。本当にありがとうございます,big,nan,nan
1173152427,2207,名作だった,,,
1173128286,2534,泣いた・・・,big green,nan,nan
1173235609,266,キラ…,,,
1173154644,0,こなあああああああああああああああ,,,
1173234709,40,埋まりvs穴掘り,,,
1173138711,475,My Dear Alice,,,
1173145586,107,復活記念up,,,
1173128402,0,絵もローゼン風アンパンでお送りします,,,
1173130769,2035,完成度高い?,,,
1173259720,2108,懐かしいな、まだこんなに人いるのか,,,
1173217203,1980,細井の曲が神すぎ,,,
1173242632,141,こっこ,,,
1173163447,1074,BGM:春の嵐,,,
1173179811,0,たたたーたたん,,,
1173308120,2111,なんじゃこりゃ,,,
1173156947,1021,  ・・・・・,,,
1173229962,118,Radical Dreamers ~盗めない宝石~,shiita,nan,nan
1173242021,4,「You make my day」 YURIA,shita,nan,nan
1173271036,2487,（；´Д｀)  うわぁああああ,,,
1173154238,5444,謙信は俺の嫁,,,
1173178705,434,見習いです♪,,,
1173193387,2362,ロックマン？,,,
1173130574,2450,仮面ライダーかよww,,,
1173161891,12722,といて！,big green,nan,nan
1173156155,2100,まほ,,,
1173141934,3244,アルルゥ！,,,
1173128486,3002,冥　夜　万　歳,purple big shita,nan,nan
1173159332,6755,動けぇぇぇぇーーーー！！！,red,nan,nan
1173152387,334,（たーらこー　たーらこー）,cyan shita,nan,nan
1173158510,5752,(ノ∀`)タハー,,,
1173143797,1933,UP,,,
1173214197,17,つべより,,,
1173128991,2171,誰ッ,,,
1173205496,1152,ひわい,,,
1173249259,1440,水夏,,,
1173239480,6520,POISON,big red,nan,nan
1173222817,9046,楽しそうｗ,small,nan,nan
1173173657,3581,ふんもっふっ！！,big red,nan,nan
1173174848,1055,SUGEEEEEEEEEEEee,,,
1173165598,2244,再うｐ,,,
1173138616,191,ﾋﾗｺｰ,,,
1173126349,10543,そんしー そんしー そーんしーーーー,,,
1173125742,188,ﾊﾊ､ﾊｯｻｸｩｰﾄ！,,,
1173190329,12588,か、完全に油断していた…,,,
1173214257,256,ゲキテイからきました,,,
1173187784,3647,ダダッダッダ！,,,
1173702637,99,あ,,,
1173146095,6533,ううううううううううううううううううううう,,,
1173124184,4587,w,,,
1173191050,1497,マイケルｷﾀ━━━━━━(ﾟ∀ﾟ)━━━━━━!!!!!,red,nan,nan
1173197530,2529,caved!!!!,,,
1173183187,1453,カコイイ,,,
1173244145,4174,まゆこおおおおおおおおおおおおお,,,
1173182734,0,ROSSO シャロン,shita,nan,nan
1173145985,102,youいいよyou,,,
1173201162,489,半分経過,big red shita,nan,nan
1173174833,1878,ま　た　ウ　マ　Ｐ　か,big green,nan,nan
1173189978,23957,ビッグブリッヂが熱いｗｗ,,,
1173139184,522,ひぃ,,,
1173182033,6327,何でもかんでもあわせればいいってもんじゃないぞ？,,,
1173154664,248,.,shita,nan,nan
1173129080,1092,ヴぉけ,,,
1173144800,112,ARMORED CORE SERIES,,,
1173161050,1000,すげええええええ,,,
1173138055,123,やらないか,,,
1173177405,1706,縦に伸びとる。,,,
1173220278,4096,oe,,,
1173184337,1055,kitkr,,,
1173180438,5,BOOOOOOOOOOOOOOOOOOOOM！！！,,,
1173128932,815,懐かしいな,,,
1173207501,1176,ある意味公式,,,
1173259940,2834,エンジンの大きさは異常ｗｗｗ,,,
1173151692,773,test,,,
1173182739,3302,それなりの解像度がyoutube並に････,,,
1173157676,0,!!?,,,
1173230963,536,4つめ,,,
1173166022,632,きめぇ,,,
1173211756,690,うどんげとてゐ,,,
1173178927,1951,ラップいいねー,,,
1173207282,1275,ゼンキOP,,,
1173145707,3033,なつかしい。,,,
1173132910,3135,とかち,,,
1173153654,637,ろっくまん,,,
